word,kept_reading,segmentation_suggested
每種,mui5 zung2,mui5 zung3
每粒,mui5 nap1,mui5 lap1
每行,mui5 hong4,mui5 hong6
每間,mui5 gaan1,mui5 haan4
每頂,mui5 deng2,mui5 ding2
比什凱克,bei2 sap6 hoi2 hak1,bei2 zaap6 hoi2 hak1
比勒陀利亞,bei2 lak6 to4 lei6 aa3,bei2 laak6 to4 lei6 aa3
毛都未生齊,mou4 dou1 mei6 saang1 cai4,mou4 dou1 mei6 sang1 cai4
民以食為天,man4 ji5 sik6 wai4 tin1,man4 ji5 sik6 wai6 tin1
民政及青年事務局,man4 zing3 kap6 cing1 nin4 si6 mou6 guk2,man4 zing3 kap6 cing1 nin4 si6 mou6 guk6
民眾安全服務處,man4 zung3 on1 cyun4 fuk6 mou6 cyu5,man4 zung3 on1 cyun4 fuk6 mou6 cyu3
民航處,man4 hong4 cyu5,man4 hong4 cyu3
民青局,man4 cing1 guk2,man4 cing1 guk6
水巷,seoi2 hong2,seoi2 hong6
水徑頂,seoi2 ging3 deng2,seoi2 ging3 ding2
水池巷,seoi2 ci4 hong2,seoi2 ci4 hong6
水煙袋,seoi2 jin1 doi2,seoi2 jin1 doi6
水蛇春咁長,seoi2 se4 ceon1 gam3 coeng4,seoi2 se4 ceon1 gam3 zoeng6
水邊圍交匯處,seoi2 bin1 wai4 gaau1 wui6 cyu5,seoi2 bin1 wai4 gaau1 wui6 cyu3
永立街,wing5 lap6 gaai1,wing5 laap6 gaai1
氹笏,tam3 fat1,tam5 fat1
沙冚,saa1 kam2,saa1 ham6
沙嗲王,saa3 de2 wong4,saa1 de2 wong4
沙地阿拉伯人,saa1 dei6 aa3 laai1 baak3 jan4,saa1 dei6 o1 laai1 baak3 jan4
沙嶺,saa1 leng5,saa1 ling5
沙嶺道,saa1 leng5 dou6,saa1 ling5 dou6
沙瀝公路,saa1 lik6 gung1 lou6,saa1 lik1 gung1 lou6
沙煲罌撐,saa1 bou1 ngaang1 caang1,saa1 bou1 aang1 caang3
沙田嶺,saa1 tin4 leng5,saa1 tin4 ling5
沙田嶺路,saa1 tin4 leng5 lou6,saa1 tin4 ling5 lou6
沙田嶺隧道,saa1 tin4 leng5 seoi6 dou6,saa1 tin4 ling5 seoi6 dou6
沙田鄉事會路,saa1 tin4 hoeng1 si6 wui2 lou6,saa1 tin4 hoeng1 si6 wui6 lou6
沙角尾村八巷,saa1 gok3 mei5 cyun1 baat3 hong2,saa1 gok3 mei5 cyun1 baat3 hong6
河傍街,ho4 bong6 gaai1,ho4 pong4 gaai1
河瀝背,ho4 lik6 bui3,ho4 lik1 bui3
河瀝背街,ho4 lik6 bui3 gaai1,ho4 lik1 bui3 gaai1
油蔴地街坊會學校,jau4 maa4 dei6 gaai1 fong1 wui2 hok6 haau6,jau4 maa4 dei2 gaai1 fong1 wui6 hok6 haau6
油麻地交匯處,jau4 maa4 dei6 gaau1 wui6 cyu5,jau4 maa4 dei6 gaau1 wui6 cyu3
法定代表律師辦事處,faat3 ding6 doi6 biu2 leot6 si1 baan6 si6 cyu5,faat3 ding6 doi6 biu2 leot6 si1 baan6 si6 cyu3
法律援助服務局,faat3 leot6 wun4 zo6 fuk6 mou6 guk2,faat3 leot6 wun4 zo6 fuk6 mou6 guk6
法律面前窮人含撚,faat3 leot6 min6 cin4 kung4 jan4 ham4 lan2,faat3 leot6 min6 cin4 kung4 jan4 ham4 nan2
法改會,faat3 goi2 wui2,faat3 goi2 wui6
波斯尼亞和黑塞哥維那人,bo1 si1 nei4 aa3 wo4 hak1 coi3 go1 wai4 naa5 jan4,bo1 si1 nei4 aa3 wo4 hak1 sak1 go1 wai4 naa5 jan4
泰廚房子,taai3 cyu4 fong4 zi2,taai3 cyu4 fong2 zi2
泰晤士報,taai3 ng4 si6 bou3,taai3 ng6 si6 bou3
洗銅銀夾大聲,sai2 tung4 ngan2 gaap3 daai6 seng1,sai2 tung4 ngan4 gaap3 daai6 sing1
洛卡諾大道,lok3 kaa1 nok6 daai6 dou6,lok6 kaa1 nok6 daai6 dou6
洛圖大道,lok3 tou4 daai6 dou6,lok6 tou4 daai6 dou6
洛桑,lok3 song1,lok6 song1
洛森大道,lok3 sam1 daai6 dou6,lok6 sam1 daai6 dou6
洛班巴,lok3 baan1 baa1,lok6 baan1 baa1
洛美,lok3 mei5,lok6 mei5
洛菲大道,lok3 fei2 daai6 dou6,lok6 fei1 daai6 dou6
洛蔓大道,lok3 maan6 daai6 dou6,lok6 maan6 daai6 dou6
洛陽街,lok3 joeng4 gaai1,lok6 joeng4 gaai1
洛雅怡,lok3 ngaa5 ji4,lok6 ngaa5 ji4
津巴布韋人,zeon1 baa1 bou3 wai4 jan4,zeon1 baa1 bou3 wai5 jan4
洪卓立,hung4 coek3 lap6,hung4 coek3 laap6
流水坑氹,lau4 seoi2 haang1 tam3,lau4 seoi2 haang1 tam5
浣紗街,wun5 saa1 gaai1,wun2 saa1 gaai1
浮游生物,fau4 jau4 saang1 mat6,fau4 jau4 sang1 mat6
海事處,hoi2 si6 cyu5,hoi2 si6 cyu3
海傍街,hoi2 bong6 gaai1,hoi2 pong4 gaai1
海傍道,hoi2 bong6 dou6,hoi2 pong4 dou6
海典軒購物商場,hoi2 din2 hin1 gau3 mat6 soeng1 coeng4,hoi2 din2 hin1 kau3 mat6 soeng1 coeng4
海壩街官立小學,hoi2 baa3 gaai1 gun1 lap6 siu2 hok6,hoi2 baa3 gaai1 gun1 laap6 siu2 hok6
海岸警衞隊,hoi2 ngon6 ging2 wai6 deoi2,hoi2 ngon6 ging2 wai6 deoi6
海岸護衞隊,hoi2 ngon6 wu6 wai6 deoi2,hoi2 ngon6 wu6 wai6 deoi6
海悅豪園購物商場,hoi2 jyut6 hou4 jyun4 gau3 mat6 soeng1 coeng4,hoi2 jyut6 hou4 jyun4 kau3 mat6 soeng1 coeng4
海洋公園道,hoi2 joeng4 gung1 jyun4 dou6,hoi2 joeng4 gung1 jyun2 dou6
海港薈,hoi2 gong2 wui6,hoi2 gong2 wai3
海灣花園購物商場,hoi2 waan1 faa1 jyun4 gau3 mat6 soeng1 coeng4,hoi2 waan1 faa1 jyun4 kau3 mat6 soeng1 coeng4
海背嶺,hoi2 bui3 leng5,hoi2 bui3 ling5
海運港口局,hoi2 wan6 gong2 hau2 guk2,hoi2 wan6 gong2 hau2 guk6
海麗花園購物商場,hoi2 lai6 faa1 jyun4 gau3 mat6 soeng1 coeng4,hoi2 lai6 faa1 jyun4 kau3 mat6 soeng1 coeng4
浸信宣道會,zam3 seon3 syun1 dou6 wui2,zam3 seon3 syun1 dou6 wui6
浸會大學道,zam3 wui2 daai6 hok6 dou6,zam3 wui6 daai6 hok6 dou6
消委會,siu1 wai2 wui2,siu1 wai2 wui6
涌沙頂,cung1 saa1 deng2,cung1 saa1 ding2
涌灣頂,cung1 waan1 deng2,cung1 waan1 ding2
淡水灣,daam6 seoi2 waan1,taam5 seoi2 waan1
淡粧濃抹,daam6 zong1 nung4 mut3,taam5 zong1 nung4 maat3
淪為,leon4 wai4,leon4 wai6
淫褻物品審裁處,jam4 sit3 mat6 ban2 sam2 coi4 cyu5,jam4 sit3 mat6 ban2 sam2 coi4 cyu3
深井陳記燒鵝,sam1 zeng2 can2 gei3 siu1 ngo4,sam1 zeng2 can4 gei3 siu1 ngo4
深坑瀝,sam1 haang1 lik6,sam1 haang1 lik1
深水埔街坊福利會小學,sam1 seoi2 bou2 gaai1 fong1 fuk1 lei6 wui2 siu2 hok6,sam1 seoi2 bou3 gaai1 fong1 fuk1 lei6 wui6 siu2 hok6
混水撈魚,wan6 seoi2 laau4 jyu4,wan6 seoi2 lou4 jyu2
混為一體,wan6 wai4 jat1 tai2,wan6 wai6 jat1 tai2
減下肥,gaam2 haa5 fei4,gaam2 haa6 fei4
渣甸坊,zaa1 din6 fong1,zaa1 din1 fong1
渣甸山,zaa1 din6 saan1,zaa1 din1 saan1
渣甸街,zaa1 din6 gaai1,zaa1 din1 gaai1
温乎,wan1 fu1,wan1 fu4
温女,wan1 neoi2,wan1 neoi5
温室效應,wan1 sat1 haau6 jing3,wan1 sat1 haau6 jing1
温拿,wan1 naa2,wan1 naa4
温拿樂隊,wan1 naa2 ngok6 deoi2,wan1 naa4 ngok6 deoi2
測試劑,caak1 si3 zai1,cak1 si3 zai1
港九街坊婦女會,gong2 gau2 gaai1 fong1 fu5 neoi5 wui2,gong2 gau2 gaai1 fong1 fu5 neoi5 wui6
港九電器商聯會小學,gong2 gau2 din6 hei3 soeng1 lyun4 wui2 siu2 hok6,gong2 gau2 din6 hei3 soeng1 lyun4 wui6 siu2 hok6
港大同學會小學,gong2 daai6 tung4 hok6 wui2 siu2 hok6,gong2 daai6 tung4 hok6 wui6 siu2 hok6
港大同學會書院,gong2 daai6 tung4 hok6 wui2 syu1 jyun2,gong2 daai6 tung4 hok6 wui6 syu1 jyun2
港澳信義會,gong2 ou3 seon3 ji6 wui2,gong2 ou3 seon3 ji6 wui6
港澳信義會小學,gong2 ou3 seon3 ji6 wui2 siu2 hok6,gong2 ou3 seon3 ji6 wui6 siu2 hok6
港華,gong2 waa2,gong2 waa4
港運城購物中心,gong2 wan6 sing4 gau3 mat6 zung1 sam1,gong2 wan6 sing4 kau3 mat6 zung1 sam1
渾然,wan4 jin4,wan6 jin4
湯洛雯,tong1 lok3 man4,tong1 lok6 man4
源菲然,jyun4 fei2 jin4,jyun4 fei1 jin4
溚濕,dap6 sap1,daap3 sap1
滐撻撻,git6 taat6 taat6,git6 taat1 taat1
滾水淥豬腸,gwan2 seoi2 luk6 zyu1 coeng2,gwan2 seoi2 luk6 zyu1 coeng4
潎脱,pit3 tyut3,pik1 tyut3
潘冠霖,pun1 gun1 lam4,pun1 gun3 lam4
潮囍薈,ciu4 hei2 wui6,ciu4 hei2 wai3
澳美斯床褥,ou3 mei5 si1 cong4 juk2,ou3 mei5 si1 cong4 juk6
澳門人,ou3 mun2 jan4,ou3 mun4 jan4
澳門媽閣,ou3 mun4 maa5 gok3,ou3 mun4 maa1 gok3
澳門電台,ou3 mun2 din6 toi4,ou3 mun4 din6 toi4
激死老母揾山拜,gik1 sei2 lou5 mou2 wan2 saan1 baai3,gik1 sei2 lou5 mou2 wan3 saan1 baai3
激死老豆揾山拜,gik1 sei2 lou5 dau6 wan2 saan1 baai3,gik1 sei2 lou5 dau6 wan3 saan1 baai3
濕到淰晒,sap1 dou3 nam6 saai3,sap1 dou3 naam5 saai3
濕唧唧,sap1 zet4 zet4,sap1 zek1 zek1
濕坺坺,sap1 pet6 pet6,sap1 baat6 baat6
濕水欖,sap1 seoi2 laam2,sap1 seoi2 laam5
濕水欖核,sap1 seoi2 laam2 wat6,sap1 seoi2 laam5 hat6
濕水炮仗,sap1 seoi2 paau3 zoeng2,sap1 seoi2 paau3 zoeng3
濕水狗上岸,sap1 seoi2 gau2 soeng5 ngon6,sap1 seoi2 gau2 soeng6 ngon6
濕淋淋,sap1 nam6 nam6,sap1 lam4 lam4
濕笛笛,sap1 det4 det4,sap1 dek2 dek2
濕腯腯,sap1 det6 det6,sap1 dat1 dat1
濕趿趿,sap1 tet6 tet6,sap1 cap1 cap1
瀝源商場,lik6 jyun4 soeng1 coeng4,lik1 jyun4 soeng1 coeng4
瀝源街,lik6 jyun4 gaai1,lik1 jyun4 gaai1
瀝源邨,lik6 jyun4 cyun1,lik1 jyun4 cyun1
灣仔交匯處,waan1 zai2 gaau1 wui6 cyu5,waan1 zai2 gaau1 wui6 cyu3
灣仔峽,waan1 zai2 haap6,waan1 zai2 hap6
灣仔峽道,waan1 zai2 haap6 dou6,waan1 zai2 hap6 dou6
灶頭,zou3 tau2,zou3 tau4
炒老細魷魚,caau2 lou5 sai3 jau4 jyu2,caau2 lou5 sai3 jau4 jyu4
炮仗街,paau3 zoeng6 gaai1,paau3 zoeng3 gaai1
炸大腸,zaa3 daai6 coeng2,zaa3 daai6 coeng4
為主,wai4 zyu2,wai6 zyu2
為人,wai4 jan4,wai6 jan4
為人師表,wai4 jan4 si1 biu2,wai6 jan4 si1 biu2
為人所知,wai4 jan4 so2 zi1,wai6 jan4 so2 zi1
為人正直,wai4 jan4 zing3 zik6,wai6 jan4 zing3 zik6
為人處世,wai4 jan4 cyu2 sai3,wai6 jan4 cyu3 sai3
為仁不富,wai4 jan4 bat1 fu3,wai6 jan4 bat1 fu3
為伍,wai4 ng5,wai6 ng5
為免,wai4 min5,wai6 min5
為勢所逼,wai4 sai3 so2 bik1,wai6 sai3 so2 bik1
為口奔馳,wai4 hau2 ban1 ci4,wai6 hau2 ban1 ci4
為咩,wai4 me1,wai6 me1
為啥,wai4 saa1,wai6 saa2
為善,wai4 sin6,wai6 sin6
為善最樂,wai4 sin6 zeoi3 lok6,wai6 sin6 zeoi3 lok6
為國出力,wai4 gwok3 ceot1 lik6,wai6 gwok3 ceot1 lik6
為害,wai4 hoi6,wai6 hoi6
為富不仁,wai4 fu3 bat1 jan4,wai6 fu3 bat1 jan4
為己任,wai4 gei2 jam6,wai6 gei2 jam6
為得過,wai4 dak1 gwo3,wai6 dak1 gwo3
為德不終,wai4 dak1 bat1 zung1,wai6 dak1 bat1 zung1
為意,wai4 ji3,wai6 ji3
為政清廉,wai4 zing3 cing1 lim4,wai6 zing3 cing1 lim4
為數,wai4 sou3,wai6 sou3
為時,wai4 si4,wai6 si4
為時不晚,wai4 si4 bat1 maan5,wai6 si4 bat1 maan5
為時已晚,wai4 si4 ji5 maan5,wai6 si4 ji5 maan5
為時未晚,wai4 si4 mei6 maan5,wai6 si4 mei6 maan5
為時過早,wai4 si4 gwo3 zou2,wai6 si4 gwo3 zou2
為期,wai4 kei4,wai6 kei4
為本,wai4 bun2,wai6 bun2
為準,wai4 zeon2,wai6 zeon2
為生,wai4 sang1,wai6 sang1
為真,wai4 zan1,wai6 zan1
為老不尊,wai4 lou5 bat1 zyun1,wai6 lou5 bat1 zyun1
為虎作倀,wai4 fu2 zok3 coeng1,wai6 fu2 zok3 caang4
為起嚟,wai4 hei2 lei4,wai6 hei2 lei4
為重,wai4 zung6,wai6 zung6
為錢,wai4 cin4,wai6 cin2
為限,wai4 haan6,wai6 haan6
為難,wai4 naan4,wai6 naan4
為非作歹,wai4 fei1 zok3 daai2,wai6 fei1 zok3 daai2
為首,wai4 sau2,wai6 sau2
烏得勒支,wu1 dak1 lak6 zi1,wu1 dak1 laak6 zi1
烏溪沙村第八巷,wu1 kai1 saa1 cyun1 dai6 baat3 hong2,wu1 kai1 saa1 cyun1 dai6 baat3 hong6
烏蠅排,wu1 jing4 paai4,wu1 jing1 paai4
烏蠅摟馬尾,wu1 jing1 lau1 maa5 mei5,wu1 jing1 lau2 maa5 mei5
無下限,mou4 haa5 haan6,mou4 haa6 haan6
無事獻殷勤非奸即盜,mou4 si6 hin3 jan1 kan4 fei1 gaan1 zik1 dou6,mou4 si6 hin3 jan2 kan4 fei1 gaan1 zik1 dou6
無以為報,mou4 ji5 wai4 bou5,mou4 ji5 wai4 bou3
無所不為,mou4 so2 bat1 wai4,mou4 so2 bat1 wai6
無為意,mou4 wai4 ji3,mou4 wai6 ji3
無煙大炮,mou4 jin1 daai6 pau3,mou4 jin1 daai6 paau3
無肉食,mou5 juk6 sik6,mou4 juk6 sik6
無能為力,mou4 nang4 wai4 lik6,mou4 nang4 wai6 lik6
無錫,mou4 sek3,mou4 sik3
焦姣,ziu1 gaau2,ziu1 haau4
煎魚灣,zin1 jyu4 waan1,zin1 jyu2 waan1
煎魚灣營地,zin1 jyu4 waan1 jing4 dei6,zin1 jyu2 waan1 jing4 dei6
煙友,jin1 jau2,jin1 jau5
煙士,jin1 si2,jin1 si6
煙帽隊,jin1 mou2 deoi2,jin1 mou2 deoi6
煙幕彈,jin1 mok6 daan2,jin1 mok6 taan4
煙槓,jin1 gong3,jin1 gung3
煙灰碟,jin1 fui1 dip2,jin1 fui1 dip6
煙礆,jin1 him2,jin1 gaan2
煙腸,jin1 coeng2,jin1 coeng4
煙袋,jin1 doi2,jin1 doi6
煙販,jin1 faan2,jin1 faan5
煙韌,jin1 ngan6,jin1 jan6
煙頭,jin1 tau2,jin1 tau4
燈籠滷味,dang1 lung4 lou5 mei2,dang1 lung4 lou5 mei6
燒味飯,siu1 mei2 faan6,siu1 mei6 faan6
燕京,jin1 ging1,jin3 ging1
燕崗村第五巷,jin3 gong1 cyun1 dai6 ng5 hong2,jin3 gong1 cyun1 dai6 ng5 hong6
燴番薯,wui1 faan1 syu2,wui6 faan1 syu4
爐峰峽,lou4 fung1 haap6,lou4 fung1 hap6
爬上,paa4 soeng5,paa4 soeng6
爭一日之長短,zaang1 jat1 jat6 zi1 coeng4 dyun2,zang1 jat1 jat6 zi1 zoeng6 dyun2
爭食,zaang1 sik6,zang1 sik6
爸爸媽咪,baa1 baa1 maa1 mi1,baa4 baa1 maa1 mi4
牀冚,cong4 kam2,cong4 ham6
牀板夾春袋,cong4 baan2 gep6 ceon1 doi2,cong4 baan2 gaap3 ceon1 doi6
牀板跳上蓆,cong4 baan2 tiu3 soeng5 zek6,cong4 baan2 tiu3 soeng6 zik6
牛凹,ngau4 aau3,ngau4 nap1
牛湖頂,ngau4 wu4 deng2,ngau4 wu4 ding2
牛牯嶺,ngau4 gu2 leng5,ngau4 gu2 ling5
牛牯嶺徑,ngau4 gu2 leng5 ging3,ngau4 gu2 ling5 ging3
牛蒡,ngau4 bong2,ngau4 pang4
物以罕為貴,mat6 ji5 hon2 wai4 gwai3,mat6 ji5 hon2 wai6 gwai3
物流發展局,mat6 lau4 faat3 zin2 guk2,mat6 lau4 faat3 zin2 guk6
狂説,kong4 syut3,kwong4 syut3
狐狸先生幾多點,wu4 lei2 sin1 saang1 gei2 do1 dim2,wu4 lei4 sin1 saang1 gei2 do1 dim2
狗嶺涌,gau2 leng5 cung1,gau2 ling5 cung1
狗嶺涌營地,gau2 leng5 cung1 jing4 dei6,gau2 ling5 cung1 jing4 dei6
狗牙嶺,gau2 ngaa4 leng5,gau2 ngaa4 ling5
狼狽為奸,long4 bui3 wai4 gaan1,long4 bui3 wai6 gaan1
猶未為晚,jau4 mei6 wai4 maan5,jau4 mei6 wai6 maan5
獅子會,si1 zi2 wui2,si1 zi2 wui6
獅子會中學,si1 zi2 wui2 zung1 hok6,si1 zi2 wui6 zung1 hok6
獅頭嶺,si1 tau4 leng5,si1 tau4 ling5
獨樂樂不如眾樂樂,duk6 ngok6 lok6 bat1 jyu4 zung3 ngok6 lok6,duk6 lok6 lok6 bat1 jyu4 zung3 lok6 lok6
獨立監察警方處理投訴委員會,duk6 lap6 gaam1 caat3 ging2 fong1 cyu5 lei5 tau4 sou3 wai2 jyun4 wui2,duk6 lap6 gaam1 caat3 ging2 fong1 cyu5 lei5 tau4 sou3 wai2 jyun4 wui6
獨立門户,duk6 laap6 mun4 wu6,duk6 lap6 mun4 wu6
獨行,duk6 hang4,duk6 hong6
獻主會,hin3 zyu2 wui2,hin3 zyu2 wui6
獻主會小學,hin3 zyu2 wui2 siu2 hok6,hin3 zyu2 wui6 siu2 hok6
王丙乾,wong4 bing2 kin4,wong4 bing2 gon1
王少清,wong4 siu3 cing1,wong4 siu2 cing1
王少清中學,wong4 siu3 cing1 zung1 hok6,wong4 siu2 cing1 zung1 hok6
王角頂,wong4 gok3 deng2,wong4 gok3 ding2
玩下,waan2 haa5,waan2 haa6
玩具站,wun6 geoi6 zaam6,waan2 geoi6 zaam6
玩卧底,waan4 ngo6 dai2,waan2 ngo6 dai2
玩唔玩,wun6 m4 wun6,waan2 m4 waan2
玫瑰崗中學,mui4 gwai1 gong1 zung1 hok6,mui4 gwai3 gong1 zung1 hok6
玫瑰崗學校,mui4 gwai1 gong1 hok6 haau6,mui4 gwai3 gong1 hok6 haau6
玫瑰徑,mui4 gwai1 ging3,mui4 gwai3 ging3
玫瑰花園商場,mui4 gwai1 faa1 jyun4 soeng1 coeng4,mui4 gwai3 faa1 jyun4 soeng1 coeng4
玫瑰街,mui4 gwai1 gaai1,mui4 gwai3 gaai1
玫瑰里,mui4 gwai1 lei5,mui4 gwai3 lei5
玻璃街,bo1 lei4 gaai1,bo1 lei1 gaai1
班撚樣,baan1 lan2 joeng2,baan1 nan2 joeng6
琴行街,kam4 hong2 gaai1,kam4 haang4 gaai1
瑪利諾神父教會學校,maa5 lei6 nok6 san4 fu6 gaau3 wui2 hok6 haau6,maa5 lei6 nok6 san4 fu6 gaau3 wui6 hok6 haau6
瑰麗路,gwai1 lai6 lou6,gwai3 lai6 lou6
環境及生態局,waan4 ging2 kap6 sang1 taai3 guk2,waan4 ging2 kap6 sang1 taai3 guk6
瓜田不納履李下不整冠,gwaa1 tin4 bat1 naap6 lei5 lei5 haa6 bat1 zing2 gun1,gwaa1 tin4 bat1 naap6 lei5 lei5 haa6 bat1 zing2 gun3
瓦努阿圖人,ngaa5 nou5 aa3 tou4 jan4,ngaa5 nou5 o1 tou4 jan4
瓦勒他,ngaa5 lak6 taa1,ngaa5 laak6 taa1
甕中捉鼈,ung3 zung1 zuk3 bit3,ung3 zung1 zuk1 bit3
甚為,sam6 wai4,sam6 wai6
甚為不解,sam6 wai4 bat1 gaai2,sam6 wai6 bat1 gaai2
生咗,saang1 zo2,sang1 zo2
生唔生仔,saang1 m4 saang1 zai2,sang1 m4 saang1 zai2
生唔生性,saang1 m4 saang1 sing3,sang1 m4 saang1 sing3
生完,saang1 jyun4,sang1 jyun4
生完仔,saang1 jyun4 zai2,sang1 jyun4 zai2
生得,saang1 dak1,sang1 dak1
生於斯長於斯,sang1 jyu1 si1 zoeng2 jyu1 si1,sang1 jyu1 si1 zoeng6 jyu1 si1
生滋貓入眼,saang1 zi1 maau1 jap6 ngaan5,sang1 zi1 maau1 jap6 ngaan5
生產力局,sang1 caan2 lik6 guk2,sang1 caan2 lik6 guk6
生蟲枴杖,saang1 cung4 gwaai2 zoeng2,sang1 cung4 gwaai2 zoeng6
生過,saang1 gwo3,sang1 gwo3
用上,jung6 soeng5,jung6 soeng6
用下,jung6 haa5,jung6 haa6
用到,jung6 dou2,jung6 dou3
用户面,jung6 wu6 min2,jung6 wu6 min6
用返,jung6 faan1,jung6 faan2
用電話,jung6 din6 waa6,jung6 din6 waa2
田徑隊,tin4 ging3 deoi2,tin4 ging3 deoi6
由佢,jau2 keoi5,jau4 keoi5
留下言,lau4 haa5 jin4,lau4 haa6 jin4
留返,lau4 faan1,lau4 faan2
留返拜山先講,lau4 faan1 baai3 saan1 sin1 gong2,lau4 faan2 baai3 saan1 sin1 gong2
略為,loek6 wai4,loek6 wai6
畫公仔畫出腸,waak6 gung1 zai2 waak6 ceot1 coeng2,waak6 gung1 zai2 waak6 ceot1 coeng4
畫地為牢,waak6 dei6 wai4 lou4,waak6 dei6 wai6 lou4
畫地為獄,waak6 dei6 wai4 juk6,waak6 dei6 wai6 juk6
當下,dong1 haa6,dong3 haa6
當你,dong1 nei5,dong3 nei5
當佢,dong1 keoi5,dong3 keoi5
當吉,dong1 gat1,dong3 gat1
當唔當,dong1 m4 dong1,dong3 m4 dong3
當奴,dong1 nou4,dong3 nou4
當我,dong1 ngo5,dong3 ngo5
當眾,dong1 zung3,dong3 zung3
疊友,daap6 jau2,dip6 jau5
疊崩,daap6 bang1,dip6 bang1
疊牌,dip6 paai2,dip6 paai4
疊疊,daap6 daap6,dip6 dip6
疊米,daap6 mai5,dip6 mai5
疑為,ji4 wai4,ji4 wai6
痴心情長劍,ci1 sam1 cing4 coeng4 gim3,ci1 sam1 cing4 zoeng6 gim3
痴痴地,ci1 ci1 dei2,ci1 ci1 dei6
痴長,ci1 zoeng2,ci1 zoeng6
癩蛤蟆想食天鵝肉,laai3 haa1 mou1 soeng2 sik6 tin1 ngo4 juk6,laai3 gap3 maa4 soeng2 sik6 tin1 ngo4 juk6
登上,dang1 soeng5,dang1 soeng6
發下夢,faat3 haa5 mung6,faat3 haa6 mung6
發奮有為,faat3 fan5 jau5 wai4,faat3 fan5 jau5 wai6
白鴿坑,baak6 gap3 haang1,baak6 gaap3 haang1
百來下,baak3 loi4 haa5,baak3 loi4 haa6
百來啤,baak3 loi4 pe1,baak3 loi4 pei4
百來幀,baak3 loi4 zing1,baak3 loi4 zing3
百來打,baak3 loi4 daa1,baak3 loi4 daa2
百來朵,baak3 loi4 doe2,baak3 loi4 do2
百來棵,baak3 loi4 fo2,baak3 loi4 po1
百來泡,baak3 loi4 paau1,baak3 loi4 pou5
百來疊,baak3 loi4 daap6,baak3 loi4 dip6
百來疋,baak3 loi4 pat1,baak3 loi4 ngaa5
百來種,baak3 loi4 zung2,baak3 loi4 zung3
百來粒,baak3 loi4 nap1,baak3 loi4 lap1
百來縷,baak3 loi4 leoi5,baak3 loi4 lau5
百來行,baak3 loi4 hong4,baak3 loi4 hong6
百來載,baak3 loi4 zoi2,baak3 loi4 zoi3
百來間,baak3 loi4 gaan1,baak3 loi4 haan4
百來頂,baak3 loi4 deng2,baak3 loi4 ding2
百利達購物廣場,baak3 lei6 daat6 gau3 mat6 gwong2 coeng4,baak3 lei6 daat6 kau3 mat6 gwong2 coeng4
百寶袋,baak3 bou2 doi2,baak3 bou2 doi6
百幾下,baak3 gei2 haa5,baak3 gei2 haa6
百幾啤,baak3 gei2 pe1,baak3 gei2 pei4
百幾幀,baak3 gei2 zing1,baak3 gei2 zing3
百幾打,baak3 gei2 daa1,baak3 gei2 daa2
百幾朵,baak3 gei2 doe2,baak3 gei2 do2
百幾棵,baak3 gei2 fo2,baak3 gei2 po1
百幾泡,baak3 gei2 paau1,baak3 gei2 pou5
百幾疊,baak3 gei2 daap6,baak3 gei2 dip6
百幾疋,baak3 gei2 pat1,baak3 gei2 ngaa5
百幾種,baak3 gei2 zung2,baak3 gei2 zung3
百幾粒,baak3 gei2 nap1,baak3 gei2 lap1
百幾縷,baak3 gei2 leoi5,baak3 gei2 lau5
百幾行,baak3 gei2 hong4,baak3 gei2 hong6
百幾載,baak3 gei2 zoi2,baak3 gei2 zoi3
百幾間,baak3 gei2 gaan1,baak3 gei2 haan4
百幾頂,baak3 gei2 deng2,baak3 gei2 ding2
百貨應百客,baak3 fo3 jing3 baak3 haak3,baak3 fo3 jing1 baak3 haak3
百零丈,baak3 leng4 zoeng6,baak3 ling4 zoeng6
百零下,baak3 leng4 haa5,baak3 ling4 haa6
百零両,baak3 leng4 loeng2,baak3 ling4 loeng2
百零串,baak3 leng4 cyun3,baak3 ling4 cyun3
百零件,baak3 leng4 gin6,baak3 ling4 gin6
百零份,baak3 leng4 fan6,baak3 ling4 fan6
百零伙,baak3 leng4 fo2,baak3 ling4 fo2
百零個,baak3 leng4 go3,baak3 ling4 go3
百零倍,baak3 leng4 pui5,baak3 ling4 pui5
百零具,baak3 leng4 geoi6,baak3 ling4 geoi6
百零冊,baak3 leng4 caak3,baak3 ling4 caak3
百零列,baak3 leng4 lit6,baak3 ling4 lit6
百零則,baak3 leng4 zak1,baak3 ling4 zak1
百零副,baak3 leng4 fu3,baak3 ling4 fu3
百零劑,baak3 leng4 zai1,baak3 ling4 zai1
百零匹,baak3 leng4 pat1,baak3 ling4 pat1
百零厘,baak3 leng4 lei4,baak3 ling4 lei4
百零口,baak3 leng4 hau2,baak3 ling4 hau2
百零句,baak3 leng4 geoi3,baak3 ling4 geoi3
百零台,baak3 leng4 toi4,baak3 ling4 toi4
百零吋,baak3 leng4 cyun3,baak3 ling4 cyun3
百零名,baak3 leng4 ming4,baak3 ling4 ming4
百零呎,baak3 leng4 cek3,baak3 ling4 cek3
百零啤,baak3 leng4 pe1,baak3 ling4 pei4
百零噸,baak3 leng4 deon1,baak3 ling4 deon1
百零嚿,baak3 leng4 gau6,baak3 ling4 gau6
百零團,baak3 leng4 tyun4,baak3 ling4 tyun4
